image,transforms,label,set,filename
100068300.png,flipv_blur_orig,Vollguss/Pickelloch geschlossen,train,100068300_flipv_blur_orig.png
100068300.png,jit_orig_fliph,Vollguss/Pickelloch geschlossen,train,100068300_jit_orig_fliph.png
100168000.png,gray_jit_pers,Vollguss/Handgriff geschlossen,train,100168000_gray_jit_pers.png
100038800.png,gray_orig_fliph,Rost/Strassenrost,train,100038800_gray_orig_fliph.png
100038800.png,rot_orig_fliph,Rost/Strassenrost,train,100038800_rot_orig_fliph.png
100038800.png,pers_rot_gray,Rost/Strassenrost,train,100038800_pers_rot_gray.png
100038800.png,jit_fliph_rot,Rost/Strassenrost,train,100038800_jit_fliph_rot.png
100038800.png,blur_pers_jit,Rost/Strassenrost,train,100038800_blur_pers_jit.png
100202700.png,rot_fliph_blur,Rost/Strassenrost,train,100202700_rot_fliph_blur.png
100073900.png,flipv_fliph_blur,Gussbeton/Pickelloch geschlossen,train,100073900_flipv_fliph_blur.png
100073900.png,fliph_orig_gray,Gussbeton/Pickelloch geschlossen,train,100073900_fliph_orig_gray.png
100073900.png,rot_fliph_jit,Gussbeton/Pickelloch geschlossen,train,100073900_rot_fliph_jit.png
100073900.png,gray_flipv_blur,Gussbeton/Pickelloch geschlossen,train,100073900_gray_flipv_blur.png
100073900.png,jit_pers_flipv,Gussbeton/Pickelloch geschlossen,train,100073900_jit_pers_flipv.png
100073900.png,pers_fliph_orig,Gussbeton/Pickelloch geschlossen,train,100073900_pers_fliph_orig.png
100073900.png,pers_gray_orig,Gussbeton/Pickelloch geschlossen,train,100073900_pers_gray_orig.png
100073900.png,fliph_jit_blur,Gussbeton/Pickelloch geschlossen,train,100073900_fliph_jit_blur.png
100073900.png,pers_orig_rot,Gussbeton/Pickelloch geschlossen,train,100073900_pers_orig_rot.png
100073900.png,gray_fliph_jit,Gussbeton/Pickelloch geschlossen,train,100073900_gray_fliph_jit.png
100121800.png,gray_blur_pers,Vollguss/Handgriff geschlossen,train,100121800_gray_blur_pers.png
100121800.png,jit_pers_fliph,Vollguss/Handgriff geschlossen,train,100121800_jit_pers_fliph.png
100121800.png,fliph_flipv_jit,Vollguss/Handgriff geschlossen,train,100121800_fliph_flipv_jit.png
100002300.png,fliph_rot_flipv,Rost/Strassenrost,train,100002300_fliph_rot_flipv.png
100002300.png,flipv_fliph_gray,Rost/Strassenrost,train,100002300_flipv_fliph_gray.png
100135700.png,fliph_pers_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_fliph_pers_flipv.png
100135700.png,rot_pers_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_rot_pers_fliph.png
100135700.png,fliph_jit_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_fliph_jit_rot.png
100135700.png,jit_pers_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_jit_pers_fliph.png
100135700.png,fliph_flipv_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_fliph_flipv_gray.png
100135700.png,fliph_rot_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_fliph_rot_flipv.png
100135700.png,rot_orig_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_rot_orig_jit.png
100135700.png,flipv_fliph_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_flipv_fliph_gray.png
100135700.png,blur_orig_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_blur_orig_pers.png
100135700.png,fliph_gray_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_fliph_gray_jit.png
100135700.png,flipv_fliph_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_flipv_fliph_pers.png
100135700.png,blur_fliph_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100135700_blur_fliph_rot.png
100045700.png,orig_blur_jit,Rost/Strassenrost,train,100045700_orig_blur_jit.png
100045700.png,fliph_pers_blur,Rost/Strassenrost,train,100045700_fliph_pers_blur.png
100045700.png,orig_flipv_pers,Rost/Strassenrost,train,100045700_orig_flipv_pers.png
100105700.png,gray_fliph_flipv,Gussbeton/Pickelloch belueftet,train,100105700_gray_fliph_flipv.png
100105700.png,rot_fliph_jit,Gussbeton/Pickelloch belueftet,train,100105700_rot_fliph_jit.png
100105700.png,fliph_gray_blur,Gussbeton/Pickelloch belueftet,train,100105700_fliph_gray_blur.png
100105700.png,pers_fliph_jit,Gussbeton/Pickelloch belueftet,train,100105700_pers_fliph_jit.png
100105700.png,pers_rot_orig,Gussbeton/Pickelloch belueftet,train,100105700_pers_rot_orig.png
100105700.png,flipv_gray_orig,Gussbeton/Pickelloch belueftet,train,100105700_flipv_gray_orig.png
100084900.png,rot_blur_flipv,Gussbeton/Pickelloch geschlossen,train,100084900_rot_blur_flipv.png
100084900.png,fliph_jit_blur,Gussbeton/Pickelloch geschlossen,train,100084900_fliph_jit_blur.png
100084900.png,jit_rot_orig,Gussbeton/Pickelloch geschlossen,train,100084900_jit_rot_orig.png
100084900.png,orig_pers_flipv,Gussbeton/Pickelloch geschlossen,train,100084900_orig_pers_flipv.png
100109900.png,fliph_rot_jit,Gussbeton/Pickelloch geschlossen,train,100109900_fliph_rot_jit.png
100109900.png,flipv_rot_jit,Gussbeton/Pickelloch geschlossen,train,100109900_flipv_rot_jit.png
100109900.png,fliph_pers_jit,Gussbeton/Pickelloch geschlossen,train,100109900_fliph_pers_jit.png
100109900.png,rot_fliph_gray,Gussbeton/Pickelloch geschlossen,train,100109900_rot_fliph_gray.png
100109900.png,jit_rot_pers,Gussbeton/Pickelloch geschlossen,train,100109900_jit_rot_pers.png
100007000.png,blur_fliph_jit,Vollguss/Pickelloch geschlossen,train,100007000_blur_fliph_jit.png
100007000.png,pers_orig_flipv,Vollguss/Pickelloch geschlossen,train,100007000_pers_orig_flipv.png
100007000.png,jit_rot_flipv,Vollguss/Pickelloch geschlossen,train,100007000_jit_rot_flipv.png
100003200.png,jit_pers_blur,Vollguss/Handgriff geschlossen,train,100003200_jit_pers_blur.png
100003200.png,blur_rot_jit,Vollguss/Handgriff geschlossen,train,100003200_blur_rot_jit.png
100142400.png,rot_orig_jit,Gussbeton/Pickelloch geschlossen,train,100142400_rot_orig_jit.png
100142400.png,rot_gray_orig,Gussbeton/Pickelloch geschlossen,train,100142400_rot_gray_orig.png
100142400.png,orig_pers_rot,Gussbeton/Pickelloch geschlossen,train,100142400_orig_pers_rot.png
100142400.png,rot_flipv_jit,Gussbeton/Pickelloch geschlossen,train,100142400_rot_flipv_jit.png
100023300.png,blur_fliph_pers,Rost/Strassenrost,train,100023300_blur_fliph_pers.png
100023300.png,pers_flipv_gray,Rost/Strassenrost,train,100023300_pers_flipv_gray.png
100023300.png,rot_blur_flipv,Rost/Strassenrost,train,100023300_rot_blur_flipv.png
100023300.png,pers_blur_rot,Rost/Strassenrost,train,100023300_pers_blur_rot.png
100087100.png,orig_fliph_blur,Rost/Strassenrost,train,100087100_orig_fliph_blur.png
100044400.png,gray_flipv_orig,Vollguss/Pickelloch geschlossen,train,100044400_gray_flipv_orig.png
100044400.png,rot_pers_flipv,Vollguss/Pickelloch geschlossen,train,100044400_rot_pers_flipv.png
100044400.png,pers_rot_flipv,Vollguss/Pickelloch geschlossen,train,100044400_pers_rot_flipv.png
100072500.png,rot_gray_fliph,Rost/Strassenrost,train,100072500_rot_gray_fliph.png
100142100.png,rot_fliph_blur,Rost/Strassenrost,train,100142100_rot_fliph_blur.png
100142100.png,jit_pers_flipv,Rost/Strassenrost,train,100142100_jit_pers_flipv.png
100142100.png,jit_pers_orig,Rost/Strassenrost,train,100142100_jit_pers_orig.png
100142100.png,jit_gray_fliph,Rost/Strassenrost,train,100142100_jit_gray_fliph.png
100073400.png,flipv_blur_orig,Rost/Strassenrost,train,100073400_flipv_blur_orig.png
100073400.png,flipv_blur_fliph,Rost/Strassenrost,train,100073400_flipv_blur_fliph.png
100073400.png,orig_blur_gray,Rost/Strassenrost,train,100073400_orig_blur_gray.png
100109400.png,fliph_flipv_rot,Gussbeton/Pickelloch geschlossen,train,100109400_fliph_flipv_rot.png
100109400.png,fliph_blur_jit,Gussbeton/Pickelloch geschlossen,train,100109400_fliph_blur_jit.png
100109400.png,fliph_gray_rot,Gussbeton/Pickelloch geschlossen,train,100109400_fliph_gray_rot.png
100109400.png,orig_pers_jit,Gussbeton/Pickelloch geschlossen,train,100109400_orig_pers_jit.png
100109400.png,blur_rot_orig,Gussbeton/Pickelloch geschlossen,train,100109400_blur_rot_orig.png
100181300.png,blur_pers_jit,Vollguss/Handgriff geschlossen,train,100181300_blur_pers_jit.png
100181300.png,gray_jit_rot,Vollguss/Handgriff geschlossen,train,100181300_gray_jit_rot.png
100181300.png,fliph_blur_jit,Vollguss/Handgriff geschlossen,train,100181300_fliph_blur_jit.png
100091100.png,orig_rot_flipv,Rost/Strassenrost,train,100091100_orig_rot_flipv.png
100034600.png,rot_jit_flipv,Vollguss/Handgriff geschlossen,train,100034600_rot_jit_flipv.png
100034600.png,blur_jit_fliph,Vollguss/Handgriff geschlossen,train,100034600_blur_jit_fliph.png
100034600.png,pers_gray_flipv,Vollguss/Handgriff geschlossen,train,100034600_pers_gray_flipv.png
100179200.png,flipv_blur_jit,Rost/Strassenrost,train,100179200_flipv_blur_jit.png
100179200.png,gray_fliph_jit,Rost/Strassenrost,train,100179200_gray_fliph_jit.png
100064800.png,pers_rot_fliph,Vollguss/Handgriff geschlossen,train,100064800_pers_rot_fliph.png
100202100.png,gray_rot_pers,Rost/Einlauf rund,train,100202100_gray_rot_pers.png
100202100.png,jit_flipv_pers,Rost/Einlauf rund,train,100202100_jit_flipv_pers.png
100202100.png,gray_flipv_pers,Rost/Einlauf rund,train,100202100_gray_flipv_pers.png
100202100.png,jit_fliph_gray,Rost/Einlauf rund,train,100202100_jit_fliph_gray.png
100202100.png,blur_rot_gray,Rost/Einlauf rund,train,100202100_blur_rot_gray.png
100202100.png,rot_orig_flipv,Rost/Einlauf rund,train,100202100_rot_orig_flipv.png
100202100.png,blur_pers_gray,Rost/Einlauf rund,train,100202100_blur_pers_gray.png
100202100.png,gray_rot_orig,Rost/Einlauf rund,train,100202100_gray_rot_orig.png
100202100.png,jit_flipv_blur,Rost/Einlauf rund,train,100202100_jit_flipv_blur.png
100202100.png,rot_pers_fliph,Rost/Einlauf rund,train,100202100_rot_pers_fliph.png
100202100.png,gray_pers_rot,Rost/Einlauf rund,train,100202100_gray_pers_rot.png
100202100.png,orig_gray_fliph,Rost/Einlauf rund,train,100202100_orig_gray_fliph.png
100202100.png,flipv_rot_pers,Rost/Einlauf rund,train,100202100_flipv_rot_pers.png
100202100.png,fliph_gray_orig,Rost/Einlauf rund,train,100202100_fliph_gray_orig.png
100202100.png,flipv_jit_blur,Rost/Einlauf rund,train,100202100_flipv_jit_blur.png
100111600.png,orig_gray_pers,Rost/Strassenrost,train,100111600_orig_gray_pers.png
100111600.png,jit_fliph_rot,Rost/Strassenrost,train,100111600_jit_fliph_rot.png
100112500.png,flipv_fliph_pers,Vollguss/Pickelloch belueftet,train,100112500_flipv_fliph_pers.png
100112500.png,orig_flipv_pers,Vollguss/Pickelloch belueftet,train,100112500_orig_flipv_pers.png
100112500.png,blur_flipv_rot,Vollguss/Pickelloch belueftet,train,100112500_blur_flipv_rot.png
100112500.png,fliph_gray_blur,Vollguss/Pickelloch belueftet,train,100112500_fliph_gray_blur.png
100112500.png,blur_orig_pers,Vollguss/Pickelloch belueftet,train,100112500_blur_orig_pers.png
100112500.png,gray_orig_pers,Vollguss/Pickelloch belueftet,train,100112500_gray_orig_pers.png
100112500.png,gray_jit_pers,Vollguss/Pickelloch belueftet,train,100112500_gray_jit_pers.png
100125700.png,blur_fliph_rot,Rost/Strassenrost,train,100125700_blur_fliph_rot.png
100125700.png,rot_orig_jit,Rost/Strassenrost,train,100125700_rot_orig_jit.png
100115900.png,gray_flipv_fliph,Vollguss/Handgriff geschlossen,train,100115900_gray_flipv_fliph.png
100115900.png,rot_gray_blur,Vollguss/Handgriff geschlossen,train,100115900_rot_gray_blur.png
100115900.png,gray_rot_blur,Vollguss/Handgriff geschlossen,train,100115900_gray_rot_blur.png
100115900.png,fliph_orig_pers,Vollguss/Handgriff geschlossen,train,100115900_fliph_orig_pers.png
100007100.png,fliph_jit_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100007100_fliph_jit_orig.png
100007100.png,flipv_gray_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100007100_flipv_gray_rot.png
100007100.png,orig_blur_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100007100_orig_blur_jit.png
100007100.png,fliph_gray_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100007100_fliph_gray_pers.png
100007100.png,flipv_orig_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100007100_flipv_orig_gray.png
100007100.png,pers_orig_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100007100_pers_orig_flipv.png
100015200.png,pers_orig_rot,Gussbeton/Pickelloch belueftet,train,100015200_pers_orig_rot.png
100015200.png,gray_blur_fliph,Gussbeton/Pickelloch belueftet,train,100015200_gray_blur_fliph.png
100015200.png,blur_orig_jit,Gussbeton/Pickelloch belueftet,train,100015200_blur_orig_jit.png
100015200.png,gray_pers_fliph,Gussbeton/Pickelloch belueftet,train,100015200_gray_pers_fliph.png
100015200.png,fliph_orig_pers,Gussbeton/Pickelloch belueftet,train,100015200_fliph_orig_pers.png
100015200.png,pers_flipv_jit,Gussbeton/Pickelloch belueftet,train,100015200_pers_flipv_jit.png
100015200.png,flipv_rot_gray,Gussbeton/Pickelloch belueftet,train,100015200_flipv_rot_gray.png
100015200.png,blur_flipv_fliph,Gussbeton/Pickelloch belueftet,train,100015200_blur_flipv_fliph.png
100015200.png,fliph_blur_rot,Gussbeton/Pickelloch belueftet,train,100015200_fliph_blur_rot.png
100048800.png,blur_jit_fliph,Vollguss/Pickelloch geschlossen,train,100048800_blur_jit_fliph.png
100048800.png,blur_flipv_gray,Vollguss/Pickelloch geschlossen,train,100048800_blur_flipv_gray.png
100048800.png,blur_pers_jit,Vollguss/Pickelloch geschlossen,train,100048800_blur_pers_jit.png
100048800.png,rot_gray_blur,Vollguss/Pickelloch geschlossen,train,100048800_rot_gray_blur.png
100048800.png,orig_blur_flipv,Vollguss/Pickelloch geschlossen,train,100048800_orig_blur_flipv.png
100048800.png,rot_flipv_jit,Vollguss/Pickelloch geschlossen,train,100048800_rot_flipv_jit.png
100087600.png,rot_flipv_orig,Vollguss/Handgriff geschlossen,train,100087600_rot_flipv_orig.png
100087600.png,rot_fliph_blur,Vollguss/Handgriff geschlossen,train,100087600_rot_fliph_blur.png
100087600.png,jit_fliph_rot,Vollguss/Handgriff geschlossen,train,100087600_jit_fliph_rot.png
100087600.png,fliph_pers_gray,Vollguss/Handgriff geschlossen,train,100087600_fliph_pers_gray.png
100087600.png,pers_blur_jit,Vollguss/Handgriff geschlossen,train,100087600_pers_blur_jit.png
100159000.png,blur_fliph_pers,Vollguss/Handgriff geschlossen,train,100159000_blur_fliph_pers.png
100068100.png,orig_gray_pers,Rost/Strassenrost,train,100068100_orig_gray_pers.png
100097000.png,blur_fliph_rot,Rost/Strassenrost,train,100097000_blur_fliph_rot.png
100211900.png,rot_blur_fliph,Vollguss/Handgriff geschlossen,train,100211900_rot_blur_fliph.png
100211900.png,pers_orig_gray,Vollguss/Handgriff geschlossen,train,100211900_pers_orig_gray.png
100211900.png,gray_orig_fliph,Vollguss/Handgriff geschlossen,train,100211900_gray_orig_fliph.png
100168400.png,fliph_flipv_rot,Rost/Strassenrost,train,100168400_fliph_flipv_rot.png
100181400.png,fliph_rot_pers,Vollguss/Pickelloch geschlossen,train,100181400_fliph_rot_pers.png
100181400.png,rot_gray_blur,Vollguss/Pickelloch geschlossen,train,100181400_rot_gray_blur.png
100181400.png,rot_fliph_pers,Vollguss/Pickelloch geschlossen,train,100181400_rot_fliph_pers.png
100181400.png,fliph_jit_blur,Vollguss/Pickelloch geschlossen,train,100181400_fliph_jit_blur.png
100181400.png,pers_rot_blur,Vollguss/Pickelloch geschlossen,train,100181400_pers_rot_blur.png
100176800.png,orig_gray_pers,Vollguss/Pickelloch geschlossen,train,100176800_orig_gray_pers.png
100176800.png,flipv_rot_orig,Vollguss/Pickelloch geschlossen,train,100176800_flipv_rot_orig.png
100176800.png,flipv_jit_pers,Vollguss/Pickelloch geschlossen,train,100176800_flipv_jit_pers.png
100176800.png,pers_flipv_rot,Vollguss/Pickelloch geschlossen,train,100176800_pers_flipv_rot.png
100179400.png,fliph_gray_rot,Gussbeton/Pickelloch geschlossen,train,100179400_fliph_gray_rot.png
100179400.png,flipv_blur_fliph,Gussbeton/Pickelloch geschlossen,train,100179400_flipv_blur_fliph.png
100179400.png,flipv_jit_gray,Gussbeton/Pickelloch geschlossen,train,100179400_flipv_jit_gray.png
100179400.png,gray_pers_fliph,Gussbeton/Pickelloch geschlossen,train,100179400_gray_pers_fliph.png
100179400.png,flipv_orig_blur,Gussbeton/Pickelloch geschlossen,train,100179400_flipv_orig_blur.png
100179400.png,blur_flipv_rot,Gussbeton/Pickelloch geschlossen,train,100179400_blur_flipv_rot.png
100179400.png,blur_rot_orig,Gussbeton/Pickelloch geschlossen,train,100179400_blur_rot_orig.png
100179400.png,rot_gray_orig,Gussbeton/Pickelloch geschlossen,train,100179400_rot_gray_orig.png
100179400.png,jit_blur_gray,Gussbeton/Pickelloch geschlossen,train,100179400_jit_blur_gray.png
100041500.png,fliph_flipv_pers,Andere/-,train,100041500_fliph_flipv_pers.png
100041500.png,rot_jit_blur,Andere/-,train,100041500_rot_jit_blur.png
100041500.png,gray_fliph_flipv,Andere/-,train,100041500_gray_fliph_flipv.png
100041500.png,jit_flipv_gray,Andere/-,train,100041500_jit_flipv_gray.png
100041500.png,orig_pers_gray,Andere/-,train,100041500_orig_pers_gray.png
100041500.png,gray_rot_jit,Andere/-,train,100041500_gray_rot_jit.png
100041500.png,rot_flipv_jit,Andere/-,train,100041500_rot_flipv_jit.png
100041500.png,fliph_orig_pers,Andere/-,train,100041500_fliph_orig_pers.png
100184600.png,gray_rot_blur,Gussbeton/Pickelloch geschlossen,train,100184600_gray_rot_blur.png
100184600.png,gray_orig_pers,Gussbeton/Pickelloch geschlossen,train,100184600_gray_orig_pers.png
100184600.png,fliph_blur_rot,Gussbeton/Pickelloch geschlossen,train,100184600_fliph_blur_rot.png
100209500.png,flipv_jit_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_flipv_jit_orig.png
100209500.png,rot_blur_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_rot_blur_pers.png
100209500.png,orig_rot_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_orig_rot_fliph.png
100209500.png,flipv_orig_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_flipv_orig_pers.png
100209500.png,fliph_rot_blur,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_fliph_rot_blur.png
100209500.png,blur_rot_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_blur_rot_fliph.png
100209500.png,fliph_blur_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_fliph_blur_pers.png
100209500.png,pers_flipv_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100209500_pers_flipv_orig.png
100050700.png,pers_fliph_jit,Vollguss/Handgriff geschlossen,train,100050700_pers_fliph_jit.png
100050700.png,blur_pers_orig,Vollguss/Handgriff geschlossen,train,100050700_blur_pers_orig.png
100050700.png,blur_jit_pers,Vollguss/Handgriff geschlossen,train,100050700_blur_jit_pers.png
100068600.png,0,Rost/Strassenrost,train,100068600_0.png
100092100.png,fliph_orig_flipv,Vollguss/Pickelloch belueftet,train,100092100_fliph_orig_flipv.png
100092100.png,fliph_rot_flipv,Vollguss/Pickelloch belueftet,train,100092100_fliph_rot_flipv.png
100092100.png,flipv_blur_jit,Vollguss/Pickelloch belueftet,train,100092100_flipv_blur_jit.png
100092100.png,pers_rot_fliph,Vollguss/Pickelloch belueftet,train,100092100_pers_rot_fliph.png
100092100.png,orig_flipv_rot,Vollguss/Pickelloch belueftet,train,100092100_orig_flipv_rot.png
100092100.png,blur_jit_orig,Vollguss/Pickelloch belueftet,train,100092100_blur_jit_orig.png
100092100.png,jit_pers_gray,Vollguss/Pickelloch belueftet,train,100092100_jit_pers_gray.png
100092100.png,blur_fliph_pers,Vollguss/Pickelloch belueftet,train,100092100_blur_fliph_pers.png
100092100.png,orig_pers_fliph,Vollguss/Pickelloch belueftet,train,100092100_orig_pers_fliph.png
100092100.png,flipv_jit_orig,Vollguss/Pickelloch belueftet,train,100092100_flipv_jit_orig.png
100092100.png,orig_blur_rot,Vollguss/Pickelloch belueftet,train,100092100_orig_blur_rot.png
100081700.png,rot_blur_gray,Gussbeton/Pickelloch belueftet,train,100081700_rot_blur_gray.png
100081700.png,fliph_orig_rot,Gussbeton/Pickelloch belueftet,train,100081700_fliph_orig_rot.png
100081700.png,flipv_rot_orig,Gussbeton/Pickelloch belueftet,train,100081700_flipv_rot_orig.png
100081700.png,pers_blur_rot,Gussbeton/Pickelloch belueftet,train,100081700_pers_blur_rot.png
100025200.png,flipv_gray_rot,Rost/Strassenrost,train,100025200_flipv_gray_rot.png
100025200.png,jit_gray_pers,Rost/Strassenrost,train,100025200_jit_gray_pers.png
100025200.png,rot_orig_flipv,Rost/Strassenrost,train,100025200_rot_orig_flipv.png
100025200.png,jit_flipv_rot,Rost/Strassenrost,train,100025200_jit_flipv_rot.png
100025200.png,jit_fliph_gray,Rost/Strassenrost,train,100025200_jit_fliph_gray.png
100025200.png,blur_jit_orig,Rost/Strassenrost,train,100025200_blur_jit_orig.png
100069700.png,jit_gray_flipv,Vollguss/Pickelloch geschlossen,train,100069700_jit_gray_flipv.png
100069700.png,orig_fliph_jit,Vollguss/Pickelloch geschlossen,train,100069700_orig_fliph_jit.png
100069700.png,rot_flipv_jit,Vollguss/Pickelloch geschlossen,train,100069700_rot_flipv_jit.png
100069700.png,jit_gray_rot,Vollguss/Pickelloch geschlossen,train,100069700_jit_gray_rot.png
100018600.png,pers_orig_fliph,Gussbeton/Pickelloch geschlossen,train,100018600_pers_orig_fliph.png
100018600.png,blur_rot_fliph,Gussbeton/Pickelloch geschlossen,train,100018600_blur_rot_fliph.png
100018600.png,jit_orig_pers,Gussbeton/Pickelloch geschlossen,train,100018600_jit_orig_pers.png
100018600.png,flipv_gray_blur,Gussbeton/Pickelloch geschlossen,train,100018600_flipv_gray_blur.png
100018600.png,fliph_gray_pers,Gussbeton/Pickelloch geschlossen,train,100018600_fliph_gray_pers.png
100025900.png,blur_pers_jit,Vollguss/Pickelloch geschlossen,train,100025900_blur_pers_jit.png
100025900.png,pers_gray_blur,Vollguss/Pickelloch geschlossen,train,100025900_pers_gray_blur.png
100025900.png,orig_flipv_jit,Vollguss/Pickelloch geschlossen,train,100025900_orig_flipv_jit.png
100180400.png,0,Rost/Strassenrost,train,100180400_0.png
100097600.png,rot_fliph_orig,Gussbeton/Handgriff mitte,train,100097600_rot_fliph_orig.png
100097600.png,orig_blur_fliph,Gussbeton/Handgriff mitte,train,100097600_orig_blur_fliph.png
100097600.png,flipv_pers_orig,Gussbeton/Handgriff mitte,train,100097600_flipv_pers_orig.png
100097600.png,orig_fliph_gray,Gussbeton/Handgriff mitte,train,100097600_orig_fliph_gray.png
100097600.png,pers_gray_orig,Gussbeton/Handgriff mitte,train,100097600_pers_gray_orig.png
100097600.png,rot_blur_gray,Gussbeton/Handgriff mitte,train,100097600_rot_blur_gray.png
100097600.png,rot_gray_orig,Gussbeton/Handgriff mitte,train,100097600_rot_gray_orig.png
100097600.png,rot_pers_flipv,Gussbeton/Handgriff mitte,train,100097600_rot_pers_flipv.png
100097600.png,pers_flipv_rot,Gussbeton/Handgriff mitte,train,100097600_pers_flipv_rot.png
100097600.png,flipv_gray_fliph,Gussbeton/Handgriff mitte,train,100097600_flipv_gray_fliph.png
100097600.png,rot_jit_orig,Gussbeton/Handgriff mitte,train,100097600_rot_jit_orig.png
100097600.png,jit_blur_gray,Gussbeton/Handgriff mitte,train,100097600_jit_blur_gray.png
100097600.png,pers_fliph_flipv,Gussbeton/Handgriff mitte,train,100097600_pers_fliph_flipv.png
100097600.png,pers_orig_blur,Gussbeton/Handgriff mitte,train,100097600_pers_orig_blur.png
100097600.png,orig_fliph_pers,Gussbeton/Handgriff mitte,train,100097600_orig_fliph_pers.png
100097600.png,gray_pers_orig,Gussbeton/Handgriff mitte,train,100097600_gray_pers_orig.png
100097600.png,flipv_blur_gray,Gussbeton/Handgriff mitte,train,100097600_flipv_blur_gray.png
100097600.png,orig_flipv_fliph,Gussbeton/Handgriff mitte,train,100097600_orig_flipv_fliph.png
100097600.png,jit_pers_rot,Gussbeton/Handgriff mitte,train,100097600_jit_pers_rot.png
100097600.png,flipv_gray_orig,Gussbeton/Handgriff mitte,train,100097600_flipv_gray_orig.png
100097600.png,blur_flipv_rot,Gussbeton/Handgriff mitte,train,100097600_blur_flipv_rot.png
100097600.png,orig_jit_blur,Gussbeton/Handgriff mitte,train,100097600_orig_jit_blur.png
100097600.png,pers_blur_flipv,Gussbeton/Handgriff mitte,train,100097600_pers_blur_flipv.png
100097600.png,jit_pers_fliph,Gussbeton/Handgriff mitte,train,100097600_jit_pers_fliph.png
100097600.png,rot_jit_blur,Gussbeton/Handgriff mitte,train,100097600_rot_jit_blur.png
100097600.png,flipv_pers_gray,Gussbeton/Handgriff mitte,train,100097600_flipv_pers_gray.png
100097600.png,jit_flipv_fliph,Gussbeton/Handgriff mitte,train,100097600_jit_flipv_fliph.png
100097600.png,pers_orig_flipv,Gussbeton/Handgriff mitte,train,100097600_pers_orig_flipv.png
100097600.png,orig_jit_gray,Gussbeton/Handgriff mitte,train,100097600_orig_jit_gray.png
100097600.png,orig_flipv_gray,Gussbeton/Handgriff mitte,train,100097600_orig_flipv_gray.png
100097600.png,rot_pers_orig,Gussbeton/Handgriff mitte,train,100097600_rot_pers_orig.png
100097600.png,rot_blur_orig,Gussbeton/Handgriff mitte,train,100097600_rot_blur_orig.png
100097600.png,pers_blur_jit,Gussbeton/Handgriff mitte,train,100097600_pers_blur_jit.png
100097600.png,fliph_flipv_orig,Gussbeton/Handgriff mitte,train,100097600_fliph_flipv_orig.png
100097600.png,gray_fliph_flipv,Gussbeton/Handgriff mitte,train,100097600_gray_fliph_flipv.png
100097600.png,jit_pers_blur,Gussbeton/Handgriff mitte,train,100097600_jit_pers_blur.png
100097600.png,fliph_jit_gray,Gussbeton/Handgriff mitte,train,100097600_fliph_jit_gray.png
100097600.png,rot_orig_fliph,Gussbeton/Handgriff mitte,train,100097600_rot_orig_fliph.png
100097600.png,gray_orig_blur,Gussbeton/Handgriff mitte,train,100097600_gray_orig_blur.png
100097600.png,pers_gray_rot,Gussbeton/Handgriff mitte,train,100097600_pers_gray_rot.png
100097600.png,orig_pers_jit,Gussbeton/Handgriff mitte,train,100097600_orig_pers_jit.png
100097600.png,jit_fliph_gray,Gussbeton/Handgriff mitte,train,100097600_jit_fliph_gray.png
100097600.png,blur_fliph_flipv,Gussbeton/Handgriff mitte,train,100097600_blur_fliph_flipv.png
100191700.png,rot_blur_flipv,Gussbeton/Pickelloch belueftet,train,100191700_rot_blur_flipv.png
100191700.png,orig_jit_fliph,Gussbeton/Pickelloch belueftet,train,100191700_orig_jit_fliph.png
100191700.png,rot_blur_pers,Gussbeton/Pickelloch belueftet,train,100191700_rot_blur_pers.png
100191700.png,pers_blur_flipv,Gussbeton/Pickelloch belueftet,train,100191700_pers_blur_flipv.png
