image,set,label
100156800_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100017800_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100003300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100124400_vertical_flip.png,train,Rost/Strassenrost
100159800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100190400_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100082200_vertical_flip.png,train,Rost/Strassenrost
100129200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100168300_vertical_flip.png,train,Rost/Strassenrost
100202300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100059400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100115500_vertical_flip.png,train,Rost/Strassenrost
100038300_vertical_flip.png,train,Andere/-
100108500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100132600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100071900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100099400_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100070600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100182900_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100081000_vertical_flip.png,train,Rost/Strassenrost
100029600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100123600_vertical_flip.png,train,Rost/Strassenrost
100031900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100185100_vertical_flip.png,train,Rost/Strassenrost
100209900_vertical_flip.png,train,Rost/Strassenrost
100002000_vertical_flip.png,train,Rost/Strassenrost
100125400_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100214900_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100163300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100018500_vertical_flip.png,train,Rost/Strassenrost
100135400_vertical_flip.png,train,Rost/Strassenrost
100055200_vertical_flip.png,train,Rost/Strassenrost
100199800_vertical_flip.png,train,Rost/Strassenrost
100062100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100215300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100143600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100047700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100124700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100155700_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100206500_vertical_flip.png,train,Rost/Einlauf rund
100211100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100068500_vertical_flip.png,train,Gussbeton/Handgriff mitte
100150000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100043300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100037200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100183600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100037000_vertical_flip.png,train,Rost/Einlauf rund
100174300_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100127100_vertical_flip.png,train,Rost/Strassenrost
100148200_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100194200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100051500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100132300_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100194300_vertical_flip.png,train,Rost/Strassenrost
100132400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100100600_vertical_flip.png,train,Rost/Strassenrost
100065600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100072900_vertical_flip.png,train,Rost/Strassenrost
100037100_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100041800_vertical_flip.png,train,Andere/-
100044000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100038000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100030200_vertical_flip.png,train,Rost/Strassenrost
100212500_vertical_flip.png,train,Rost/Strassenrost
100011900_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100171200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100206200_vertical_flip.png,train,Andere/-
100077300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100018800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100032000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100122600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100197400_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100057300_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100165900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100056700_vertical_flip.png,train,Rost/Einlauf rund
100022200_vertical_flip.png,train,Andere/-
100046200_vertical_flip.png,train,Rost/Strassenrost
100080500_vertical_flip.png,train,Rost/Strassenrost
100040200_vertical_flip.png,train,Andere/-
100050000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100142300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100030600_vertical_flip.png,train,Rost/Strassenrost
100018900_vertical_flip.png,train,Andere/-
100085600_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100171800_vertical_flip.png,train,Rost/Strassenrost
100115800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100202100_vertical_flip.png,train,Rost/Einlauf rund
100062500_vertical_flip.png,train,Rost/Einlauf rund
100073600_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100001600_vertical_flip.png,train,Rost/Strassenrost
100027300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100091500_vertical_flip.png,train,Rost/Strassenrost
100159600_vertical_flip.png,train,Andere/-
100165600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100212800_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100046100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100083800_vertical_flip.png,train,Rost/Strassenrost
100171100_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100166600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100083400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100012100_vertical_flip.png,train,Rost/Strassenrost
100192000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100194900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100096100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100023100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100103600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100049900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100165200_vertical_flip.png,train,Rost/Strassenrost
100124000_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100036500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100187200_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100199600_vertical_flip.png,train,Gussbeton/Handgriff mitte
100077900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100185500_vertical_flip.png,train,Rost/Strassenrost
100132500_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100156200_vertical_flip.png,train,Rost/Strassenrost
100056400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100075300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100002200_vertical_flip.png,train,Rost/Strassenrost
100124600_vertical_flip.png,train,Andere/-
100047100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100160700_vertical_flip.png,train,Rost/Strassenrost
100129300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100014100_vertical_flip.png,train,Rost/Strassenrost
100150200_vertical_flip.png,train,Rost/Strassenrost
100105300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100187600_vertical_flip.png,train,Rost/Strassenrost
100209800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100191400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100028200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100215000_vertical_flip.png,train,Rost/Einlauf rund
100213200_vertical_flip.png,train,Rost/Strassenrost
100163600_vertical_flip.png,train,Rost/Strassenrost
100161400_vertical_flip.png,train,Andere/-
100170600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100173200_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100020400_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100052700_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100050900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100077600_vertical_flip.png,train,Andere/-
100122400_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100134800_vertical_flip.png,train,Rost/Strassenrost
100170800_vertical_flip.png,train,Rost/Strassenrost
100097900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100045200_vertical_flip.png,train,Rost/Strassenrost gewoelbt
100209000_vertical_flip.png,train,Rost/Strassenrost
100038400_vertical_flip.png,train,Andere/-
100161800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100045500_vertical_flip.png,train,Rost/Strassenrost gewoelbt
100167400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100122200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100195300_vertical_flip.png,train,Rost/Strassenrost
100143800_vertical_flip.png,train,Rost/Strassenrost
100057900_vertical_flip.png,train,Rost/Strassenrost
100140700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100104500_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100011700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100202400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100020100_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100061200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100154600_vertical_flip.png,train,Gussbeton/Handgriff mitte
100064800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100067500_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100107900_vertical_flip.png,train,Rost/Strassenrost
100124900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100035600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100048200_vertical_flip.png,train,Rost/Strassenrost
100025800_vertical_flip.png,train,Rost/Strassenrost
100094800_vertical_flip.png,train,Rost/Einlauf rund
100109900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100084600_vertical_flip.png,train,Rost/Strassenrost
100192100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100158600_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100152400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100057200_vertical_flip.png,train,Gussbeton/Handgriff mitte
100025900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100134300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100031100_vertical_flip.png,train,Rost/Strassenrost
100116100_vertical_flip.png,train,Rost/Strassenrost
100174200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100075100_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100006100_vertical_flip.png,train,Rost/Strassenrost
100082900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100028500_vertical_flip.png,train,Rost/Strassenrost
100021000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100035200_vertical_flip.png,train,Rost/Strassenrost
100154500_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100089400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100017300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100040100_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100214500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100155800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100014200_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100168200_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100118700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100017700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100067200_vertical_flip.png,train,Rost/Strassenrost
100152900_vertical_flip.png,train,Rost/Strassenrost
100105000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100040400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100068400_vertical_flip.png,train,Rost/Strassenrost
100070400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100170000_vertical_flip.png,train,Gussbeton/Handgriff mitte
100143100_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100140100_vertical_flip.png,train,Rost/Strassenrost
100151400_vertical_flip.png,train,Rost/Einlauf rund
100094400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100130300_vertical_flip.png,train,Rost/Strassenrost
100016800_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100039800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100048100_vertical_flip.png,train,Rost/Strassenrost
100040700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100207000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100036300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100011400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100070900_vertical_flip.png,train,Rost/Strassenrost
100004100_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100098600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100158800_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100163700_vertical_flip.png,train,Rost/Strassenrost
100017100_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100217200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100157900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100045600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100054200_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100173800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100136000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100050500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100126300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100162000_vertical_flip.png,train,Rost/Strassenrost
100181500_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100209500_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100170200_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100181300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100181900_vertical_flip.png,train,Rost/Strassenrost
100074700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100189700_vertical_flip.png,train,Andere/-
100214000_vertical_flip.png,train,Rost/Strassenrost
100045900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100015900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100216200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100075600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100039000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100091100_vertical_flip.png,train,Rost/Strassenrost
100102200_vertical_flip.png,train,Rost/Strassenrost
100152600_vertical_flip.png,train,Rost/Strassenrost
100115700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100015700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100075000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100137600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100217000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100034500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100091000_vertical_flip.png,train,Rost/Strassenrost
100134100_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100037500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100045700_vertical_flip.png,train,Rost/Strassenrost
100215400_vertical_flip.png,train,Rost/Einlauf rund
100111700_vertical_flip.png,train,Rost/Strassenrost
100023300_vertical_flip.png,train,Rost/Strassenrost
100196900_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100126700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100155300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100114900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100200100_vertical_flip.png,train,Rost/Strassenrost
100155000_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100092500_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100114700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100047900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100110200_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100011100_vertical_flip.png,train,Andere/-
100203800_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100072500_vertical_flip.png,train,Rost/Strassenrost
100053800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100144500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100090300_vertical_flip.png,train,Rost/Strassenrost
100198900_vertical_flip.png,train,Rost/Strassenrost
100212200_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100107400_vertical_flip.png,train,Rost/Einlauf rund
100116000_vertical_flip.png,train,Rost/Strassenrost
100090200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100117600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100171500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100132800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100047500_vertical_flip.png,train,Rost/Strassenrost
100172700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100012300_vertical_flip.png,train,Rost/Strassenrost gewoelbt
100151100_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100024700_vertical_flip.png,train,Rost/Strassenrost
100062400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100091600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100049000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100079700_vertical_flip.png,train,Rost/Strassenrost
100133400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100046800_vertical_flip.png,train,Rost/Strassenrost
100179800_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100052200_vertical_flip.png,train,Rost/Strassenrost
100017900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100084500_vertical_flip.png,train,Rost/Strassenrost
100079900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100081300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100130200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100015400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100130000_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100187700_vertical_flip.png,train,Andere/-
100021700_vertical_flip.png,train,Andere/-
100000800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100152800_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100179400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100213100_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100144600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100205700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100101600_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100016600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100090900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100167900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100042300_vertical_flip.png,train,Andere/-
100192900_vertical_flip.png,train,Rost/Strassenrost
100016000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100002400_vertical_flip.png,train,Andere/-
100085000_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100025100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100035500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100160000_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100165100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100114000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100019300_vertical_flip.png,train,Andere/-
100159200_vertical_flip.png,train,Rost/Strassenrost
100151900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100006400_vertical_flip.png,train,Rost/Strassenrost
100173000_vertical_flip.png,train,Andere/-
100207600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100048900_vertical_flip.png,train,Rost/Strassenrost
100078800_vertical_flip.png,train,Rost/Strassenrost
100168500_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100080200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100057400_vertical_flip.png,train,Rost/Strassenrost
100216800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100160600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100092600_vertical_flip.png,train,Rost/Strassenrost
100093600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100022300_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100142800_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100053300_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100033900_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100043600_vertical_flip.png,train,Rost/Strassenrost
100008400_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100127300_vertical_flip.png,train,Rost/Strassenrost
100181600_vertical_flip.png,train,Rost/Strassenrost
100143700_vertical_flip.png,train,Andere/-
100197200_vertical_flip.png,train,Rost/Einlauf rund
100108200_vertical_flip.png,train,Rost/Einlauf rund
100065700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100099200_vertical_flip.png,train,Rost/Strassenrost
100112000_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100040000_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100088100_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100023800_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100000700_vertical_flip.png,train,Rost/Strassenrost
100122900_vertical_flip.png,train,Rost/Strassenrost
100121400_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100192800_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100199400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100041500_vertical_flip.png,train,Andere/-
100124300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100135600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100049400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100195400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100006200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100080100_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100084700_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100034200_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100130500_vertical_flip.png,train,Andere/-
100018700_vertical_flip.png,train,Rost/Strassenrost
100127700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100024200_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100099800_vertical_flip.png,train,Rost/Strassenrost
100158900_vertical_flip.png,train,Rost/Strassenrost
100186200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100098800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100043100_vertical_flip.png,train,Rost/Strassenrost
100036600_vertical_flip.png,train,Rost/Strassenrost
100216500_vertical_flip.png,train,Rost/Strassenrost
100023200_vertical_flip.png,train,Rost/Strassenrost
100205400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100005300_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100185200_vertical_flip.png,train,Rost/Strassenrost
100062700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100160900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100049500_vertical_flip.png,train,Rost/Strassenrost
100120900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100035300_vertical_flip.png,train,Andere/-
100204800_vertical_flip.png,train,Andere/-
100102600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100110900_vertical_flip.png,train,Rost/Einlauf rund
100006900_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100137200_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100024900_vertical_flip.png,train,Rost/Strassenrost
100185300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100081900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100026500_vertical_flip.png,train,Andere/-
100002600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100090000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100180200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100200000_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100207900_vertical_flip.png,train,Gussbeton/Handgriff mitte
100196300_vertical_flip.png,train,Rost/Strassenrost
100030800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100110100_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100099000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100027900_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100145400_vertical_flip.png,train,Rost/Strassenrost
100112300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100196600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100163000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100090600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100066400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100134600_vertical_flip.png,train,Rost/Strassenrost
100168700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100128200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100213900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100144900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100012600_vertical_flip.png,train,Rost/Strassenrost
100193900_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100121800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100180800_vertical_flip.png,train,Rost/Strassenrost
100000500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100083700_vertical_flip.png,train,Rost/Strassenrost
100056000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100216600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100042600_vertical_flip.png,train,Rost/Einlauf rund
100112500_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100149400_vertical_flip.png,train,Rost/Strassenrost
100131700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100059600_vertical_flip.png,train,Rost/Einlauf rund
100053700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100020600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100192700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100199300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100201300_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100020700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100131300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100192500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100078400_vertical_flip.png,train,Rost/Strassenrost
100187900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100129000_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100051100_vertical_flip.png,train,Rost/Strassenrost
100086700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100191700_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100157400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100213000_vertical_flip.png,train,Rost/Strassenrost
100191100_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100015500_vertical_flip.png,train,Andere/-
100105500_vertical_flip.png,train,Rost/Strassenrost
100092400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100023000_vertical_flip.png,train,Rost/Strassenrost
100198600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100112400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100107300_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100193600_vertical_flip.png,train,Rost/Strassenrost
