image,transforms,set,label
100076600.png,blur_fliph_flipv,train,Gussbeton/Handgriff seitlich
100076600.png,fliph_orig_rcrop,train,Gussbeton/Handgriff seitlich
100076600.png,flipv_raff_rshrp,train,Gussbeton/Handgriff seitlich
100076600.png,jit_rcrop_rot,train,Gussbeton/Handgriff seitlich
100076600.png,orig_raff_rot,train,Gussbeton/Handgriff seitlich
100076600.png,flipv_orig_rshrp,train,Gussbeton/Handgriff seitlich
100076600.png,fliph_flipv_raff,train,Gussbeton/Handgriff seitlich
100076600.png,fliph_flipv_pers,train,Gussbeton/Handgriff seitlich
100076600.png,jit_orig_rcrop,train,Gussbeton/Handgriff seitlich
100076600.png,rcont_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100076600.png,pers_rot_rshrp,train,Gussbeton/Handgriff seitlich
100076600.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff seitlich
100076600.png,flipv_rcrop_rot,train,Gussbeton/Handgriff seitlich
100073600.png,jit_orig_rcrop,train,Gussbeton/Handgriff seitlich
100073600.png,orig_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100073600.png,fliph_pers_rshrp,train,Gussbeton/Handgriff seitlich
100073600.png,blur_pers_rot,train,Gussbeton/Handgriff seitlich
100073600.png,orig_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100073600.png,fliph_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100073600.png,fliph_pers_raff,train,Gussbeton/Handgriff seitlich
100073600.png,rcont_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100073600.png,orig_raff_rot,train,Gussbeton/Handgriff seitlich
100073600.png,blur_orig_rinv,train,Gussbeton/Handgriff seitlich
100073600.png,fliph_raff_rcrop,train,Gussbeton/Handgriff seitlich
100073600.png,jit_raff_rshrp,train,Gussbeton/Handgriff seitlich
100073600.png,jit_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100112000.png,pers_rinv_rot,train,Gussbeton/Handgriff seitlich
100112000.png,jit_orig_pers,train,Gussbeton/Handgriff seitlich
100112000.png,flipv_rcrop_rot,train,Gussbeton/Handgriff seitlich
100112000.png,orig_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100112000.png,flipv_rinv_rot,train,Gussbeton/Handgriff seitlich
100112000.png,raff_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100112000.png,blur_jit_orig,train,Gussbeton/Handgriff seitlich
100112000.png,jit_pers_rcont,train,Gussbeton/Handgriff seitlich
100112000.png,fliph_pers_rcrop,train,Gussbeton/Handgriff seitlich
100112000.png,flipv_raff_rcrop,train,Gussbeton/Handgriff seitlich
100112000.png,blur_jit_rcrop,train,Gussbeton/Handgriff seitlich
100112000.png,orig_raff_rshrp,train,Gussbeton/Handgriff seitlich
100112000.png,jit_pers_rot,train,Gussbeton/Handgriff seitlich
100112000.png,blur_orig_rcont,train,Gussbeton/Handgriff seitlich
100112000.png,fliph_rcont_rinv,train,Gussbeton/Handgriff seitlich
100088500.png,fliph_pers_rshrp,train,Gussbeton/Handgriff seitlich
100088500.png,jit_raff_rinv,train,Gussbeton/Handgriff seitlich
100088500.png,rcrop_rinv_rot,train,Gussbeton/Handgriff seitlich
100088500.png,jit_orig_rshrp,train,Gussbeton/Handgriff seitlich
100088500.png,blur_flipv_jit,train,Gussbeton/Handgriff seitlich
100088500.png,pers_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100088500.png,fliph_raff_rcrop,train,Gussbeton/Handgriff seitlich
100088500.png,blur_raff_rcrop,train,Gussbeton/Handgriff seitlich
100088500.png,fliph_raff_rot,train,Gussbeton/Handgriff seitlich
100088500.png,flipv_jit_rcrop,train,Gussbeton/Handgriff seitlich
100088500.png,fliph_orig_rcrop,train,Gussbeton/Handgriff seitlich
100088500.png,jit_pers_rshrp,train,Gussbeton/Handgriff seitlich
100088500.png,fliph_jit_rinv,train,Gussbeton/Handgriff seitlich
100088500.png,flipv_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100088500.png,fliph_jit_rshrp,train,Gussbeton/Handgriff seitlich
100058400.png,jit_orig_rcont,train,Gussbeton/Handgriff seitlich
100058400.png,fliph_jit_rot,train,Gussbeton/Handgriff seitlich
100058400.png,flipv_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100058400.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100058400.png,blur_pers_rinv,train,Gussbeton/Handgriff seitlich
100058400.png,pers_raff_rinv,train,Gussbeton/Handgriff seitlich
100058400.png,fliph_flipv_rinv,train,Gussbeton/Handgriff seitlich
100058400.png,pers_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100058400.png,blur_orig_pers,train,Gussbeton/Handgriff seitlich
100058400.png,fliph_orig_rot,train,Gussbeton/Handgriff seitlich
100058400.png,flipv_jit_rshrp,train,Gussbeton/Handgriff seitlich
100058400.png,flipv_jit_rcrop,train,Gussbeton/Handgriff seitlich
100058400.png,flipv_pers_rot,train,Gussbeton/Handgriff seitlich
100058400.png,blur_orig_raff,train,Gussbeton/Handgriff seitlich
100014200.png,blur_orig_raff,train,Gussbeton/Handgriff seitlich
100014200.png,flipv_raff_rinv,train,Gussbeton/Handgriff seitlich
100014200.png,raff_rinv_rot,train,Gussbeton/Handgriff seitlich
100014200.png,flipv_orig_rot,train,Gussbeton/Handgriff seitlich
100014200.png,orig_rcont_rinv,train,Gussbeton/Handgriff seitlich
100014200.png,blur_jit_rot,train,Gussbeton/Handgriff seitlich
100014200.png,fliph_raff_rshrp,train,Gussbeton/Handgriff seitlich
100014200.png,fliph_orig_rcont,train,Gussbeton/Handgriff seitlich
100014200.png,fliph_jit_rot,train,Gussbeton/Handgriff seitlich
100014200.png,fliph_raff_rot,train,Gussbeton/Handgriff seitlich
100014200.png,blur_flipv_rcont,train,Gussbeton/Handgriff seitlich
100014200.png,flipv_pers_raff,train,Gussbeton/Handgriff seitlich
100014200.png,raff_rcrop_rot,train,Gussbeton/Handgriff seitlich
100014200.png,rcont_rcrop_rot,train,Gussbeton/Handgriff seitlich
100186700.png,fliph_rot_rshrp,train,Gussbeton/Handgriff seitlich
100186700.png,pers_rinv_rot,train,Gussbeton/Handgriff seitlich
100186700.png,blur_raff_rcont,train,Gussbeton/Handgriff seitlich
100186700.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100186700.png,blur_fliph_rcrop,train,Gussbeton/Handgriff seitlich
100186700.png,flipv_orig_pers,train,Gussbeton/Handgriff seitlich
100186700.png,pers_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100186700.png,blur_flipv_rshrp,train,Gussbeton/Handgriff seitlich
100186700.png,blur_jit_rcrop,train,Gussbeton/Handgriff seitlich
100186700.png,flipv_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100186700.png,jit_orig_rot,train,Gussbeton/Handgriff seitlich
100186700.png,jit_rcont_rinv,train,Gussbeton/Handgriff seitlich
100186700.png,flipv_rcont_rinv,train,Gussbeton/Handgriff seitlich
100186700.png,orig_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100186700.png,flipv_orig_rinv,train,Gussbeton/Handgriff seitlich
100082500.png,rcrop_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100082500.png,blur_fliph_rcrop,train,Gussbeton/Handgriff seitlich
100082500.png,orig_rcont_rinv,train,Gussbeton/Handgriff seitlich
100082500.png,flipv_raff_rot,train,Gussbeton/Handgriff seitlich
100082500.png,orig_raff_rinv,train,Gussbeton/Handgriff seitlich
100082500.png,flipv_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100082500.png,rcrop_rinv_rot,train,Gussbeton/Handgriff seitlich
100082500.png,fliph_pers_rshrp,train,Gussbeton/Handgriff seitlich
100082500.png,blur_fliph_flipv,train,Gussbeton/Handgriff seitlich
100082500.png,blur_pers_rcont,train,Gussbeton/Handgriff seitlich
100082500.png,fliph_flipv_rcrop,train,Gussbeton/Handgriff seitlich
100082500.png,raff_rcont_rinv,train,Gussbeton/Handgriff seitlich
100082500.png,orig_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100082500.png,flipv_orig_rshrp,train,Gussbeton/Handgriff seitlich
100082500.png,jit_orig_rinv,train,Gussbeton/Handgriff seitlich
100191200.png,flipv_orig_raff,train,Gussbeton/Handgriff seitlich
100191200.png,orig_rinv_rot,train,Gussbeton/Handgriff seitlich
100191200.png,fliph_raff_rinv,train,Gussbeton/Handgriff seitlich
100191200.png,blur_fliph_rinv,train,Gussbeton/Handgriff seitlich
100191200.png,fliph_rinv_rot,train,Gussbeton/Handgriff seitlich
100191200.png,jit_orig_raff,train,Gussbeton/Handgriff seitlich
100191200.png,pers_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100191200.png,flipv_pers_raff,train,Gussbeton/Handgriff seitlich
100191200.png,rcont_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100191200.png,jit_pers_rot,train,Gussbeton/Handgriff seitlich
100191200.png,rinv_rot_rshrp,train,Gussbeton/Handgriff seitlich
100191200.png,blur_flipv_jit,train,Gussbeton/Handgriff seitlich
100191200.png,blur_flipv_orig,train,Gussbeton/Handgriff seitlich
100191200.png,blur_fliph_flipv,train,Gussbeton/Handgriff seitlich
100147000.png,blur_fliph_raff,train,Gussbeton/Handgriff seitlich
100147000.png,orig_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100147000.png,jit_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100147000.png,blur_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100147000.png,fliph_flipv_raff,train,Gussbeton/Handgriff seitlich
100147000.png,blur_flipv_raff,train,Gussbeton/Handgriff seitlich
100147000.png,blur_fliph_orig,train,Gussbeton/Handgriff seitlich
100147000.png,blur_rinv_rot,train,Gussbeton/Handgriff seitlich
100147000.png,blur_orig_rshrp,train,Gussbeton/Handgriff seitlich
100147000.png,flipv_raff_rcont,train,Gussbeton/Handgriff seitlich
100147000.png,orig_pers_raff,train,Gussbeton/Handgriff seitlich
100147000.png,rcont_rinv_rot,train,Gussbeton/Handgriff seitlich
100147000.png,pers_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100147000.png,flipv_raff_rot,train,Gussbeton/Handgriff seitlich
100013500.png,jit_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100013500.png,jit_pers_rot,train,Gussbeton/Handgriff seitlich
100013500.png,fliph_flipv_raff,train,Gussbeton/Handgriff seitlich
100013500.png,fliph_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100013500.png,orig_pers_rcrop,train,Gussbeton/Handgriff seitlich
100013500.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100013500.png,flipv_pers_rinv,train,Gussbeton/Handgriff seitlich
100013500.png,pers_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100013500.png,flipv_orig_raff,train,Gussbeton/Handgriff seitlich
100013500.png,flipv_jit_rot,train,Gussbeton/Handgriff seitlich
100013500.png,jit_rcrop_rot,train,Gussbeton/Handgriff seitlich
100013500.png,fliph_flipv_rinv,train,Gussbeton/Handgriff seitlich
100013500.png,orig_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100013500.png,fliph_flipv_jit,train,Gussbeton/Handgriff seitlich
100013500.png,blur_flipv_rcont,train,Gussbeton/Handgriff seitlich
100152500.png,blur_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,fliph_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,orig_pers_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,raff_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,orig_pers_raff,train,Gussbeton/Handgriff seitlich
100152500.png,jit_pers_raff,train,Gussbeton/Handgriff seitlich
100152500.png,pers_rinv_rot,train,Gussbeton/Handgriff seitlich
100152500.png,orig_raff_rot,train,Gussbeton/Handgriff seitlich
100152500.png,fliph_pers_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,rcont_rcrop_rot,train,Gussbeton/Handgriff seitlich
100152500.png,jit_orig_rinv,train,Gussbeton/Handgriff seitlich
100152500.png,blur_flipv_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,flipv_jit_rot,train,Gussbeton/Handgriff seitlich
100152500.png,fliph_orig_rshrp,train,Gussbeton/Handgriff seitlich
100152500.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100083300.png,blur_pers_rinv,train,Gussbeton/Handgriff seitlich
100083300.png,fliph_jit_rcont,train,Gussbeton/Handgriff seitlich
100083300.png,pers_rcont_rot,train,Gussbeton/Handgriff seitlich
100083300.png,fliph_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100083300.png,flipv_rcont_rot,train,Gussbeton/Handgriff seitlich
100083300.png,orig_pers_rshrp,train,Gussbeton/Handgriff seitlich
100083300.png,flipv_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100083300.png,rcont_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100083300.png,blur_jit_rot,train,Gussbeton/Handgriff seitlich
100083300.png,orig_raff_rot,train,Gussbeton/Handgriff seitlich
100083300.png,rcrop_rot_rshrp,train,Gussbeton/Handgriff seitlich
100083300.png,blur_flipv_rot,train,Gussbeton/Handgriff seitlich
100083300.png,blur_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100083300.png,flipv_orig_rcont,train,Gussbeton/Handgriff seitlich
100153100.png,blur_orig_rinv,train,Gussbeton/Handgriff seitlich
100153100.png,jit_pers_rshrp,train,Gussbeton/Handgriff seitlich
100153100.png,blur_orig_rot,train,Gussbeton/Handgriff seitlich
100153100.png,blur_raff_rinv,train,Gussbeton/Handgriff seitlich
100153100.png,fliph_jit_rcrop,train,Gussbeton/Handgriff seitlich
100153100.png,jit_rinv_rot,train,Gussbeton/Handgriff seitlich
100153100.png,blur_raff_rot,train,Gussbeton/Handgriff seitlich
100153100.png,fliph_raff_rshrp,train,Gussbeton/Handgriff seitlich
100153100.png,flipv_jit_rcont,train,Gussbeton/Handgriff seitlich
100153100.png,fliph_flipv_rinv,train,Gussbeton/Handgriff seitlich
100153100.png,flipv_orig_pers,train,Gussbeton/Handgriff seitlich
100153100.png,blur_jit_raff,train,Gussbeton/Handgriff seitlich
100153100.png,raff_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100153100.png,flipv_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100019700.png,blur_jit_rot,train,Gussbeton/Handgriff seitlich
100019700.png,orig_raff_rinv,train,Gussbeton/Handgriff seitlich
100019700.png,blur_jit_rinv,train,Gussbeton/Handgriff seitlich
100019700.png,orig_rcont_rinv,train,Gussbeton/Handgriff seitlich
100019700.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100019700.png,fliph_raff_rshrp,train,Gussbeton/Handgriff seitlich
100019700.png,blur_pers_rcont,train,Gussbeton/Handgriff seitlich
100019700.png,fliph_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100019700.png,fliph_rcont_rot,train,Gussbeton/Handgriff seitlich
100019700.png,blur_flipv_rinv,train,Gussbeton/Handgriff seitlich
100019700.png,blur_fliph_flipv,train,Gussbeton/Handgriff seitlich
100019700.png,blur_jit_raff,train,Gussbeton/Handgriff seitlich
100019700.png,fliph_flipv_raff,train,Gussbeton/Handgriff seitlich
100019700.png,orig_raff_rcrop,train,Gussbeton/Handgriff seitlich
100019700.png,raff_rot_rshrp,train,Gussbeton/Handgriff seitlich
100003000.png,blur_flipv_jit,train,Gussbeton/Handgriff seitlich
100003000.png,raff_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100003000.png,fliph_pers_rshrp,train,Gussbeton/Handgriff seitlich
100003000.png,jit_orig_pers,train,Gussbeton/Handgriff seitlich
100003000.png,jit_orig_rcont,train,Gussbeton/Handgriff seitlich
100003000.png,rcont_rot_rshrp,train,Gussbeton/Handgriff seitlich
100003000.png,fliph_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100003000.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff seitlich
100003000.png,blur_flipv_rinv,train,Gussbeton/Handgriff seitlich
100003000.png,flipv_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100003000.png,blur_jit_pers,train,Gussbeton/Handgriff seitlich
100003000.png,fliph_orig_raff,train,Gussbeton/Handgriff seitlich
100003000.png,orig_pers_rcrop,train,Gussbeton/Handgriff seitlich
100003000.png,flipv_orig_rcont,train,Gussbeton/Handgriff seitlich
100137200.png,jit_orig_rcont,train,Gussbeton/Handgriff seitlich
100137200.png,pers_raff_rshrp,train,Gussbeton/Handgriff seitlich
100137200.png,blur_fliph_rot,train,Gussbeton/Handgriff seitlich
100137200.png,pers_rot_rshrp,train,Gussbeton/Handgriff seitlich
100137200.png,flipv_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100137200.png,blur_raff_rcont,train,Gussbeton/Handgriff seitlich
100137200.png,raff_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100137200.png,jit_orig_rot,train,Gussbeton/Handgriff seitlich
100137200.png,orig_rcont_rot,train,Gussbeton/Handgriff seitlich
100137200.png,jit_rinv_rot,train,Gussbeton/Handgriff seitlich
100137200.png,flipv_pers_rshrp,train,Gussbeton/Handgriff seitlich
100137200.png,blur_pers_raff,train,Gussbeton/Handgriff seitlich
100137200.png,jit_pers_rcont,train,Gussbeton/Handgriff seitlich
100137200.png,jit_orig_rcrop,train,Gussbeton/Handgriff seitlich
100085000.png,blur_flipv_orig,train,Gussbeton/Handgriff seitlich
100085000.png,blur_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100085000.png,blur_raff_rcont,train,Gussbeton/Handgriff seitlich
100085000.png,blur_raff_rshrp,train,Gussbeton/Handgriff seitlich
100085000.png,orig_pers_rshrp,train,Gussbeton/Handgriff seitlich
100085000.png,orig_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100085000.png,flipv_raff_rcont,train,Gussbeton/Handgriff seitlich
100085000.png,orig_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100085000.png,jit_pers_raff,train,Gussbeton/Handgriff seitlich
100085000.png,raff_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100085000.png,orig_raff_rcrop,train,Gussbeton/Handgriff seitlich
100085000.png,flipv_raff_rot,train,Gussbeton/Handgriff seitlich
100085000.png,pers_raff_rot,train,Gussbeton/Handgriff seitlich
100085000.png,orig_rot_rshrp,train,Gussbeton/Handgriff seitlich
100178800.png,flipv_jit_orig,train,Gussbeton/Handgriff seitlich
100178800.png,rcrop_rot_rshrp,train,Gussbeton/Handgriff seitlich
100178800.png,fliph_jit_rcont,train,Gussbeton/Handgriff seitlich
100178800.png,blur_orig_pers,train,Gussbeton/Handgriff seitlich
100178800.png,pers_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100178800.png,rinv_rot_rshrp,train,Gussbeton/Handgriff seitlich
100178800.png,blur_orig_raff,train,Gussbeton/Handgriff seitlich
100178800.png,fliph_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100178800.png,blur_jit_raff,train,Gussbeton/Handgriff seitlich
100178800.png,jit_pers_raff,train,Gussbeton/Handgriff seitlich
100178800.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100178800.png,fliph_jit_orig,train,Gussbeton/Handgriff seitlich
100178800.png,orig_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100178800.png,flipv_orig_pers,train,Gussbeton/Handgriff seitlich
100100200.png,fliph_flipv_pers,train,Gussbeton/Handgriff seitlich
100100200.png,blur_orig_rshrp,train,Gussbeton/Handgriff seitlich
100100200.png,flipv_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100100200.png,blur_rot_rshrp,train,Gussbeton/Handgriff seitlich
100100200.png,jit_pers_rinv,train,Gussbeton/Handgriff seitlich
100100200.png,blur_jit_rinv,train,Gussbeton/Handgriff seitlich
100100200.png,flipv_jit_pers,train,Gussbeton/Handgriff seitlich
100100200.png,blur_flipv_rot,train,Gussbeton/Handgriff seitlich
100100200.png,flipv_jit_orig,train,Gussbeton/Handgriff seitlich
100100200.png,blur_orig_pers,train,Gussbeton/Handgriff seitlich
100100200.png,blur_rcrop_rot,train,Gussbeton/Handgriff seitlich
100100200.png,orig_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100100200.png,raff_rot_rshrp,train,Gussbeton/Handgriff seitlich
100100200.png,jit_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100033900.png,blur_orig_pers,train,Gussbeton/Handgriff seitlich
100033900.png,raff_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100033900.png,blur_rcont_rot,train,Gussbeton/Handgriff seitlich
100033900.png,raff_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100033900.png,blur_flipv_jit,train,Gussbeton/Handgriff seitlich
100033900.png,raff_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100033900.png,jit_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100033900.png,pers_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100033900.png,flipv_pers_rinv,train,Gussbeton/Handgriff seitlich
100033900.png,jit_rinv_rot,train,Gussbeton/Handgriff seitlich
100033900.png,flipv_jit_pers,train,Gussbeton/Handgriff seitlich
100033900.png,fliph_rot_rshrp,train,Gussbeton/Handgriff seitlich
100033900.png,flipv_raff_rinv,train,Gussbeton/Handgriff seitlich
100033900.png,pers_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100033900.png,fliph_raff_rcont,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100101200.png,flipv_raff_rcrop,train,Gussbeton/Handgriff seitlich
100101200.png,jit_orig_rinv,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_pers_rot,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_rinv_rot,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_raff_rshrp,train,Gussbeton/Handgriff seitlich
100101200.png,flipv_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100101200.png,jit_pers_raff,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_flipv_rshrp,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_rcrop_rot,train,Gussbeton/Handgriff seitlich
100101200.png,blur_jit_rinv,train,Gussbeton/Handgriff seitlich
100101200.png,blur_pers_rcont,train,Gussbeton/Handgriff seitlich
100101200.png,rcont_rcrop_rot,train,Gussbeton/Handgriff seitlich
100101200.png,blur_pers_rshrp,train,Gussbeton/Handgriff seitlich
100101200.png,fliph_pers_rcont,train,Gussbeton/Handgriff seitlich
100202900.png,flipv_pers_rcont,train,Gussbeton/Handgriff seitlich
100202900.png,fliph_flipv_jit,train,Gussbeton/Handgriff seitlich
100202900.png,jit_orig_rcont,train,Gussbeton/Handgriff seitlich
100202900.png,fliph_jit_rcont,train,Gussbeton/Handgriff seitlich
100202900.png,jit_raff_rot,train,Gussbeton/Handgriff seitlich
100202900.png,jit_orig_rshrp,train,Gussbeton/Handgriff seitlich
100202900.png,fliph_jit_orig,train,Gussbeton/Handgriff seitlich
100202900.png,flipv_rcrop_rot,train,Gussbeton/Handgriff seitlich
100202900.png,pers_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100202900.png,blur_fliph_rcont,train,Gussbeton/Handgriff seitlich
100202900.png,pers_rcont_rinv,train,Gussbeton/Handgriff seitlich
100202900.png,flipv_pers_rinv,train,Gussbeton/Handgriff seitlich
100202900.png,pers_raff_rcrop,train,Gussbeton/Handgriff seitlich
100202900.png,blur_jit_rcont,train,Gussbeton/Handgriff seitlich
100202900.png,fliph_orig_pers,train,Gussbeton/Handgriff seitlich
100087300.png,blur_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100087300.png,fliph_jit_raff,train,Gussbeton/Handgriff seitlich
100087300.png,blur_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100087300.png,fliph_orig_pers,train,Gussbeton/Handgriff seitlich
100087300.png,jit_raff_rcont,train,Gussbeton/Handgriff seitlich
100087300.png,fliph_pers_rcont,train,Gussbeton/Handgriff seitlich
100087300.png,jit_rcont_rcrop,train,Gussbeton/Handgriff seitlich
100087300.png,jit_orig_rinv,train,Gussbeton/Handgriff seitlich
100087300.png,pers_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100087300.png,orig_raff_rcont,train,Gussbeton/Handgriff seitlich
100087300.png,flipv_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
100087300.png,fliph_orig_rcont,train,Gussbeton/Handgriff seitlich
100087300.png,jit_rinv_rot,train,Gussbeton/Handgriff seitlich
100087300.png,blur_flipv_rcont,train,Gussbeton/Handgriff seitlich
100087300.png,blur_raff_rcrop,train,Gussbeton/Handgriff seitlich
100085600.png,jit_pers_rot,train,Gussbeton/Handgriff seitlich
100085600.png,jit_orig_rinv,train,Gussbeton/Handgriff seitlich
100085600.png,flipv_jit_rcrop,train,Gussbeton/Handgriff seitlich
100085600.png,rcrop_rinv_rot,train,Gussbeton/Handgriff seitlich
100085600.png,blur_fliph_raff,train,Gussbeton/Handgriff seitlich
100085600.png,flipv_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100085600.png,blur_flipv_pers,train,Gussbeton/Handgriff seitlich
100085600.png,fliph_jit_rcrop,train,Gussbeton/Handgriff seitlich
100085600.png,pers_raff_rcont,train,Gussbeton/Handgriff seitlich
100085600.png,jit_rcont_rot,train,Gussbeton/Handgriff seitlich
100085600.png,blur_rcrop_rot,train,Gussbeton/Handgriff seitlich
100085600.png,flipv_pers_rcrop,train,Gussbeton/Handgriff seitlich
100085600.png,flipv_orig_raff,train,Gussbeton/Handgriff seitlich
100085600.png,blur_pers_rcrop,train,Gussbeton/Handgriff seitlich
100085600.png,jit_pers_rcrop,train,Gussbeton/Handgriff seitlich
100014700.png,fliph_flipv_rcont,train,Gussbeton/Handgriff seitlich
100014700.png,jit_pers_rinv,train,Gussbeton/Handgriff seitlich
100014700.png,pers_raff_rcrop,train,Gussbeton/Handgriff seitlich
100014700.png,raff_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100014700.png,fliph_orig_rshrp,train,Gussbeton/Handgriff seitlich
100014700.png,raff_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100014700.png,orig_rcont_rot,train,Gussbeton/Handgriff seitlich
100014700.png,fliph_raff_rshrp,train,Gussbeton/Handgriff seitlich
100014700.png,flipv_raff_rot,train,Gussbeton/Handgriff seitlich
100014700.png,fliph_jit_rcont,train,Gussbeton/Handgriff seitlich
100014700.png,blur_flipv_jit,train,Gussbeton/Handgriff seitlich
100014700.png,fliph_pers_rcrop,train,Gussbeton/Handgriff seitlich
100014700.png,fliph_rcont_rshrp,train,Gussbeton/Handgriff seitlich
100181500.png,fliph_orig_rinv,train,Gussbeton/Handgriff seitlich
100181500.png,blur_rcrop_rinv,train,Gussbeton/Handgriff seitlich
100181500.png,pers_rcont_rinv,train,Gussbeton/Handgriff seitlich
100181500.png,flipv_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100181500.png,jit_pers_rinv,train,Gussbeton/Handgriff seitlich
100181500.png,raff_rinv_rot,train,Gussbeton/Handgriff seitlich
100181500.png,orig_raff_rcont,train,Gussbeton/Handgriff seitlich
100181500.png,blur_rinv_rshrp,train,Gussbeton/Handgriff seitlich
100181500.png,flipv_rcont_rot,train,Gussbeton/Handgriff seitlich
100181500.png,jit_pers_rshrp,train,Gussbeton/Handgriff seitlich
100181500.png,fliph_pers_rot,train,Gussbeton/Handgriff seitlich
100181500.png,pers_rcont_rot,train,Gussbeton/Handgriff seitlich
100181500.png,orig_pers_rshrp,train,Gussbeton/Handgriff seitlich
100181500.png,flipv_jit_pers,train,Gussbeton/Handgriff seitlich
100105600.png,jit_pers_rot,train,Gussbeton/Handgriff seitlich
